Timestamp,Proponente,Contratante,Tipo,Preco,CustoBase,Margem,Horas,CustoTrabalho,CustoOperacional,Slider
2026-02-25 13:08:34,Consilius Business,eu e o pepe,Preço de negociação,817.65,711.0,0.13043478260869562,30.0,600.0,111.0,0.0
